city,date,pm25,pm10,no2,o3,co,so2,sub_pm25,sub_pm10,sub_no2,sub_o3,sub_co,sub_so2,aqi,dominant_pollutant
Mumbai,2019-06-18,12.4,16.1,1.5,,,23.3,20.7,16.1,1.8,,,29.1,29.1,so2
Mumbai,2019-06-19,20.7,117.2,-5.3,,,23.7,34.6,111.8,0.0,,,29.6,111.8,pm10
Mumbai,2019-06-20,17.1,112.1,-20.2,5.6,321.6,24.5,28.5,108.4,0.0,5.6,401.0,30.6,401.0,co
Mumbai,2019-06-21,22.7,150.7,-15.4,5.5,436.9,23.9,37.9,134.0,0.0,5.5,401.0,29.9,401.0,co
Mumbai,2019-06-22,24.8,178.3,-17.4,5.2,430.9,24.2,41.4,152.4,0.0,5.2,401.0,30.2,401.0,co
Mumbai,2019-06-23,24.9,197.8,9.7,5.2,328.9,23.8,41.5,165.3,12.1,5.2,401.0,29.7,401.0,co
Mumbai,2019-06-24,27.2,138.3,18.0,4.9,665.8,23.9,45.3,125.8,22.5,4.9,401.0,29.9,401.0,co
Mumbai,2019-06-25,21.2,104.4,6.2,4.9,525.5,24.1,35.3,103.3,7.7,4.9,401.0,30.1,401.0,co
Mumbai,2019-06-26,16.8,88.2,6.5,4.6,448.4,23.7,27.9,88.2,8.1,4.6,401.0,29.6,401.0,co
Mumbai,2019-06-27,13.3,51.0,9.3,5.0,358.7,18.3,22.2,51.0,11.6,5.0,401.0,22.9,401.0,co
Mumbai,2019-06-28,8.6,21.6,7.3,5.2,348.1,18.1,14.3,21.6,9.1,5.2,401.0,22.6,401.0,co
Mumbai,2019-06-29,14.2,38.5,20.6,5.1,417.9,18.2,23.6,38.5,25.8,5.1,401.0,22.7,401.0,co
Mumbai,2019-06-30,17.6,36.2,5.8,5.4,587.2,18.8,29.4,36.2,7.2,5.4,401.0,23.5,401.0,co
Mumbai,2019-07-01,50.9,15.0,13.8,6.2,435.3,17.8,84.6,15.0,17.3,6.2,401.0,22.3,401.0,co
Mumbai,2019-07-02,15.5,22.0,11.4,7.0,528.7,18.7,25.8,22.0,14.3,7.0,401.0,23.4,401.0,co
Mumbai,2019-07-03,503.2,77.9,6.2,7.6,670.6,19.4,401.0,77.9,7.7,7.6,401.0,24.3,401.0,co
Mumbai,2019-07-04,191.4,59.0,7.0,7.1,1185.8,19.6,355.0,59.0,8.7,7.1,401.0,24.5,401.0,co
Mumbai,2019-07-05,14.6,70.8,5.3,6.7,731.5,19.0,24.3,70.8,6.6,6.7,401.0,23.7,401.0,co
Mumbai,2019-07-06,12.1,48.1,5.3,6.5,300.9,18.5,20.1,48.1,6.6,6.5,401.0,23.1,401.0,co
Mumbai,2019-07-07,16.4,66.8,3.7,6.8,405.8,18.7,27.3,66.8,4.6,6.8,401.0,23.4,401.0,co
Mumbai,2019-07-08,248.8,62.4,10.6,6.1,421.8,27.3,399.1,62.4,13.3,6.1,401.0,34.1,401.0,co
Mumbai,2019-07-09,139.1,49.4,8.1,5.4,447.0,20.1,314.9,49.4,10.1,5.4,401.0,25.1,401.0,co
Mumbai,2019-07-10,10.9,35.2,8.7,5.6,392.4,22.9,18.2,35.2,10.9,5.6,401.0,28.7,401.0,co
Mumbai,2019-07-11,116.9,58.5,3.5,6.6,315.6,13.2,289.4,58.5,4.4,6.6,401.0,16.5,401.0,co
Mumbai,2019-07-12,,,,,,,,,,,,,,
Mumbai,2019-07-13,13.1,56.1,3.6,6.1,371.5,13.3,21.9,56.1,4.5,6.1,401.0,16.7,401.0,co
Mumbai,2019-07-14,11.4,63.2,6.1,6.3,386.8,13.3,19.0,63.2,7.6,6.3,401.0,16.7,401.0,co
Mumbai,2019-07-15,15.4,81.4,5.1,6.1,302.4,13.3,25.7,81.4,6.4,6.1,401.0,16.7,401.0,co
Mumbai,2019-07-16,18.4,74.7,5.5,6.3,263.1,12.8,30.7,74.7,6.9,6.3,401.0,16.0,401.0,co
Mumbai,2019-07-17,18.5,89.1,13.6,5.6,336.4,18.8,30.8,89.1,17.0,5.6,401.0,23.5,401.0,co
Mumbai,2019-07-18,40.1,93.1,10.9,5.6,295.4,6.3,66.4,93.1,13.6,5.6,401.0,7.9,401.0,co
Mumbai,2019-07-19,23.2,107.0,16.6,5.5,352.6,6.2,38.6,105.0,20.8,5.5,401.0,7.8,401.0,co
Mumbai,2019-07-20,27.9,73.5,14.4,6.0,836.6,7.4,46.5,73.5,18.0,6.0,401.0,9.2,401.0,co
Mumbai,2019-07-21,20.0,56.2,15.8,6.1,761.0,6.6,33.4,56.2,19.8,6.1,401.0,8.3,401.0,co
Mumbai,2019-07-22,10.3,38.4,10.9,6.3,416.2,6.3,17.1,38.4,13.7,6.3,401.0,7.9,401.0,co
Mumbai,2019-07-23,27.5,34.4,6.1,6.4,327.8,6.3,45.8,34.4,7.6,6.4,401.0,7.9,401.0,co
Mumbai,2019-07-24,12.3,36.4,5.3,6.7,396.0,6.5,20.5,36.4,6.6,6.7,401.0,8.1,401.0,co
Mumbai,2019-07-25,18.6,59.3,6.0,6.2,494.7,6.9,31.0,59.3,7.5,6.2,401.0,8.6,401.0,co
Mumbai,2019-07-26,13.6,48.3,8.6,6.1,336.2,5.9,22.6,48.3,10.7,6.1,401.0,7.3,401.0,co
Mumbai,2019-07-27,12.8,43.4,11.5,4.5,284.6,5.5,21.3,43.4,14.3,4.5,401.0,6.9,401.0,co
Mumbai,2019-07-28,17.3,67.2,11.2,4.9,223.6,5.6,28.8,67.2,13.9,4.9,401.0,7.0,401.0,co
Mumbai,2019-07-29,13.1,50.5,12.0,7.2,344.0,6.1,21.9,,15.0,7.2,401.0,7.7,401.0,co
Mumbai,2019-07-30,10.1,41.3,28.2,12.9,323.6,6.2,16.8,41.3,35.2,12.9,401.0,7.8,401.0,co
Mumbai,2019-07-31,11.7,51.9,30.5,4.9,278.2,6.2,19.6,51.9,38.1,4.9,401.0,7.8,401.0,co
Mumbai,2019-08-01,10.7,47.0,35.4,5.3,256.4,7.0,17.9,47.0,44.3,5.3,401.0,8.8,401.0,co
Mumbai,2019-08-02,51.7,120.4,23.8,25.7,381.8,25.5,86.0,113.9,29.8,25.7,401.0,31.8,401.0,co
Mumbai,2019-08-03,4.8,27.7,19.9,4.1,216.0,16.2,8.0,27.7,24.8,4.1,401.0,20.2,401.0,co
Mumbai,2019-08-04,5.8,37.0,16.9,5.2,279.4,16.2,9.7,37.0,21.1,5.2,401.0,20.3,401.0,co
Mumbai,2019-08-05,56.2,100.3,30.1,4.0,270.8,16.7,93.5,,37.6,4.0,401.0,20.9,401.0,co
Mumbai,2019-08-06,10.9,57.4,13.7,3.7,244.1,16.7,18.1,57.4,17.1,3.7,401.0,20.9,401.0,co
Mumbai,2019-08-07,16.5,124.2,9.5,3.6,224.6,16.8,27.5,116.4,11.9,3.6,401.0,21.0,401.0,co
Mumbai,2019-08-08,167.7,85.3,10.8,6.9,387.5,16.7,336.8,85.3,13.5,6.9,401.0,20.9,401.0,co
Mumbai,2019-08-09,159.9,104.6,12.2,6.4,192.6,25.2,330.8,103.4,15.2,6.4,401.0,31.5,401.0,co
Mumbai,2019-08-10,19.3,83.2,11.1,4.3,162.6,16.5,32.2,83.2,13.9,4.3,401.0,20.6,401.0,co
Mumbai,2019-08-11,,,,,,,,,,,,,,
Mumbai,2019-08-12,15.6,76.9,10.8,4.3,348.1,17.2,26.0,76.9,13.5,4.3,401.0,21.5,401.0,co
Mumbai,2019-08-13,36.3,76.7,10.7,4.6,472.8,17.1,59.9,76.7,13.3,4.6,401.0,21.3,401.0,co
Mumbai,2019-08-14,39.7,88.6,15.2,249.0,480.0,32.1,65.7,88.6,19.1,308.4,401.0,40.1,401.0,co
Mumbai,2019-08-15,10.4,52.7,8.5,6.2,368.6,18.8,17.3,52.7,10.7,6.2,401.0,23.5,401.0,co
Mumbai,2019-08-16,15.4,93.9,11.6,6.7,311.4,17.2,25.7,93.9,14.5,6.7,401.0,21.5,401.0,co
Mumbai,2019-08-17,17.5,89.3,13.9,6.6,435.1,16.7,29.1,89.3,17.4,6.6,401.0,20.9,401.0,co
Mumbai,2019-08-18,13.8,77.0,13.1,6.4,426.2,16.8,23.0,77.0,16.4,6.4,401.0,21.0,401.0,co
Mumbai,2019-08-19,16.6,97.8,12.6,6.3,516.5,16.6,27.7,97.8,15.7,6.3,401.0,20.8,401.0,co
Mumbai,2019-08-20,16.4,102.6,15.5,6.3,439.2,16.3,27.4,102.1,19.3,6.3,401.0,20.4,401.0,co
Mumbai,2019-08-21,13.9,75.8,13.6,6.5,379.9,16.4,23.1,75.8,17.0,6.5,401.0,20.5,401.0,co
Mumbai,2019-08-22,13.9,76.4,15.1,6.2,449.0,16.4,23.1,76.4,18.9,6.2,401.0,20.5,401.0,co
Mumbai,2019-08-23,17.4,74.6,15.5,6.3,457.2,16.5,28.9,74.6,19.4,6.3,401.0,20.6,401.0,co
Mumbai,2019-08-24,19.6,65.3,13.8,6.6,473.7,16.8,32.7,65.3,17.3,6.6,401.0,21.0,401.0,co
Mumbai,2019-08-25,16.5,68.6,15.2,6.6,612.9,17.3,27.6,68.6,19.0,6.6,401.0,21.7,401.0,co
Mumbai,2019-08-26,14.6,48.6,8.2,6.4,569.7,17.6,24.3,48.6,10.2,6.4,401.0,22.0,401.0,co
Mumbai,2019-08-27,15.4,67.9,15.0,6.3,394.8,16.8,25.6,67.9,18.8,6.3,401.0,21.0,401.0,co
Mumbai,2019-08-28,17.0,57.5,14.0,6.5,418.1,16.6,28.4,57.5,17.5,6.5,401.0,20.8,401.0,co
Mumbai,2019-08-29,16.5,58.9,13.6,6.8,500.9,16.9,27.6,58.9,17.0,6.8,401.0,21.1,401.0,co
Mumbai,2019-08-30,15.5,57.0,13.8,6.7,447.6,17.0,25.8,57.0,17.2,6.7,401.0,21.3,401.0,co
Mumbai,2019-08-31,13.4,52.0,13.7,7.0,515.1,17.4,22.3,52.0,17.1,7.0,401.0,21.7,401.0,co
Mumbai,2019-09-01,17.3,50.3,12.5,6.9,906.0,17.7,28.9,,15.6,6.9,401.0,22.1,401.0,co
Mumbai,2019-09-02,12.2,40.6,10.8,6.5,752.0,17.0,20.4,40.6,13.5,6.5,401.0,21.3,401.0,co
Mumbai,2019-09-03,7.3,22.2,11.9,6.7,454.3,17.0,12.1,22.2,14.9,6.7,401.0,21.2,401.0,co
Mumbai,2019-09-04,8.6,20.8,10.7,6.4,477.1,16.9,14.3,20.8,13.4,6.4,401.0,21.2,401.0,co
Mumbai,2019-09-05,6.1,19.9,10.4,6.6,460.5,16.9,10.2,19.9,13.0,6.6,401.0,21.1,401.0,co
Mumbai,2019-09-06,8.2,33.5,16.5,5.8,380.7,16.6,13.7,33.5,20.6,5.8,401.0,20.7,401.0,co
Mumbai,2019-09-07,12.3,40.7,17.4,6.0,440.3,16.7,20.4,40.7,21.8,6.0,401.0,20.8,401.0,co
Mumbai,2019-09-08,11.0,35.9,16.7,6.7,539.2,16.7,18.3,35.9,20.9,6.7,401.0,20.8,401.0,co
Mumbai,2019-09-09,17.3,61.2,18.1,6.1,563.1,17.1,28.9,61.2,22.6,6.1,401.0,21.3,401.0,co
Mumbai,2019-09-10,,,,,,,,,,,,,,
Mumbai,2019-09-11,17.1,61.7,24.2,5.9,462.6,16.4,28.4,61.7,30.3,5.9,401.0,20.5,401.0,co
Mumbai,2019-09-12,12.0,40.5,21.2,241.4,424.2,15.4,19.9,40.5,26.6,306.9,401.0,19.3,401.0,co
Mumbai,2019-09-13,16.9,55.9,31.3,5.8,620.2,16.1,28.2,55.9,39.2,5.8,401.0,20.1,401.0,co
Mumbai,2019-09-14,15.7,99.3,26.7,10.0,520.8,16.4,26.2,99.3,33.4,10.0,401.0,20.5,401.0,co
Mumbai,2019-09-15,17.9,43.5,34.8,23.5,1168.6,15.9,29.9,43.5,43.5,23.5,401.0,19.9,401.0,co
Mumbai,2019-09-16,15.5,67.7,35.3,8.9,764.9,16.1,25.8,67.7,44.1,8.9,401.0,20.1,401.0,co
Mumbai,2019-09-17,39.7,82.7,31.0,233.9,996.1,16.2,65.8,82.7,38.8,305.6,401.0,20.2,401.0,co
Mumbai,2019-09-18,21.7,44.6,48.6,18.5,764.4,16.0,36.2,44.6,60.6,18.5,401.0,20.0,401.0,co
Mumbai,2019-09-19,25.3,47.3,45.7,31.0,737.8,15.6,42.2,47.3,56.8,31.0,401.0,19.5,401.0,co
Mumbai,2019-09-20,14.7,35.2,29.4,13.9,499.3,25.6,24.5,35.2,36.7,13.9,401.0,31.9,401.0,co
Mumbai,2019-09-21,12.0,38.7,24.8,22.6,344.6,17.3,20.0,38.7,31.0,22.6,401.0,21.7,401.0,co
Mumbai,2019-09-22,18.4,54.7,28.4,,,6.0,30.7,54.7,35.5,,,7.4,54.7,pm10
Mumbai,2019-09-23,17.1,75.7,6.3,8.9,471.8,6.1,28.5,75.7,7.9,8.9,401.0,7.6,401.0,co
Mumbai,2019-09-24,40.4,77.9,19.3,260.3,784.1,6.3,66.9,77.9,24.1,310.4,401.0,7.8,401.0,co
Mumbai,2019-09-25,24.7,58.5,44.0,16.8,929.2,6.7,41.2,58.5,54.7,16.8,401.0,8.3,401.0,co
Mumbai,2019-09-26,15.6,34.8,27.2,28.4,630.8,5.7,26.0,34.8,34.1,28.4,401.0,7.2,401.0,co
Mumbai,2019-09-27,11.3,34.1,19.6,12.8,342.2,5.6,18.8,34.1,24.5,12.8,401.0,7.0,401.0,co
Mumbai,2019-09-28,12.6,42.6,14.4,14.7,351.2,5.7,21.0,42.6,18.1,14.7,401.0,7.1,401.0,co
Mumbai,2019-09-29,12.6,39.0,15.2,14.8,396.2,5.6,21.0,39.0,19.0,14.8,401.0,7.0,401.0,co
Mumbai,2019-09-30,13.6,65.0,16.9,132.5,547.4,6.4,22.7,65.0,21.1,147.6,401.0,8.0,401.0,co
Mumbai,2019-10-01,17.0,89.5,18.1,6.1,577.0,6.7,28.3,89.5,22.7,6.1,401.0,8.3,401.0,co
Mumbai,2019-10-02,20.6,83.5,22.4,15.1,619.0,6.3,34.3,83.5,28.0,15.1,401.0,7.8,401.0,co
Mumbai,2019-10-03,26.2,75.2,27.8,21.7,736.9,6.0,43.7,75.2,34.7,21.7,401.0,7.5,401.0,co
Mumbai,2019-10-04,31.6,89.6,37.4,23.7,971.2,6.8,52.1,89.6,46.8,23.7,401.0,8.6,401.0,co
Mumbai,2019-10-05,38.7,104.6,41.8,45.0,879.5,7.0,64.1,103.4,52.0,45.0,401.0,8.7,401.0,co
Mumbai,2019-10-06,46.4,110.1,50.5,57.7,854.7,8.0,77.1,107.0,62.9,57.7,401.0,10.1,401.0,co
Mumbai,2019-10-07,60.5,132.5,42.8,64.3,835.7,8.8,,122.0,53.2,64.3,401.0,11.1,401.0,co
Mumbai,2019-10-08,147.4,131.5,49.6,,380.8,9.2,321.2,121.3,61.8,,401.0,11.4,401.0,co
Mumbai,2019-10-09,63.0,80.3,51.4,42.1,655.1,9.3,107.7,80.3,64.1,42.1,401.0,11.7,401.0,co
Mumbai,2019-10-10,,,,,,,,,,,,,,
Mumbai,2019-10-11,94.8,157.5,72.4,255.4,1214.9,27.2,214.1,138.5,90.4,309.5,401.0,33.9,401.0,co
Mumbai,2019-10-12,69.4,129.1,63.8,105.5,1042.4,11.7,129.8,119.7,79.7,107.7,401.0,14.7,401.0,co
Mumbai,2019-10-13,55.7,133.4,54.3,85.5,1009.0,12.5,92.7,122.5,67.7,85.5,401.0,15.6,401.0,co
Mumbai,2019-10-14,54.6,145.5,46.2,85.4,1106.0,13.1,90.9,130.5,57.5,85.4,401.0,16.4,401.0,co
Mumbai,2019-10-15,55.1,146.1,41.4,95.8,1231.9,16.0,91.8,130.9,51.6,95.8,401.0,19.9,401.0,co
Mumbai,2019-10-16,50.3,148.3,37.9,92.0,1144.4,15.6,83.7,132.4,47.4,92.0,401.0,19.5,401.0,co
Mumbai,2019-10-17,70.1,186.2,60.6,112.6,1189.0,15.5,132.1,157.6,75.6,118.2,401.0,19.4,401.0,co
Mumbai,2019-10-18,57.7,218.9,52.1,34.9,1042.5,18.1,96.1,179.4,65.0,34.9,401.0,22.6,401.0,co
Mumbai,2019-10-19,28.7,75.1,31.7,13.2,861.0,26.5,47.8,75.1,39.7,13.2,401.0,33.1,401.0,co
Mumbai,2019-10-20,18.3,39.9,33.1,28.1,875.0,13.9,30.5,39.9,41.4,28.1,401.0,17.4,401.0,co
Mumbai,2019-10-21,99.3,51.6,28.2,55.5,735.8,12.0,229.5,51.6,35.2,55.5,401.0,15.0,401.0,co
Mumbai,2019-10-22,28.7,116.0,43.5,38.4,688.8,12.9,47.8,111.0,54.1,38.4,401.0,16.2,401.0,co
Mumbai,2019-10-23,22.6,61.5,30.7,5.0,857.1,13.6,37.7,61.5,38.4,5.0,401.0,17.0,401.0,co
Mumbai,2019-10-24,34.6,81.3,38.7,25.7,875.3,15.7,57.0,81.3,48.4,25.7,401.0,19.7,401.0,co
Mumbai,2019-10-25,19.2,57.1,24.0,24.8,632.5,13.6,31.9,57.1,30.0,24.8,401.0,17.0,401.0,co
Mumbai,2019-10-26,53.0,112.2,25.2,17.8,1602.6,14.5,88.1,108.4,31.5,17.8,401.0,18.1,401.0,co
Mumbai,2019-10-27,413.1,90.0,34.5,33.5,1206.0,13.3,401.0,90.0,43.1,33.5,401.0,16.6,401.0,co
Mumbai,2019-10-28,178.1,154.1,27.2,52.7,903.8,13.4,344.8,136.3,34.0,52.7,401.0,16.7,401.0,co
Mumbai,2019-10-29,64.1,141.7,39.4,75.2,926.3,14.2,111.7,128.1,49.3,75.2,401.0,17.8,401.0,co
Mumbai,2019-10-30,26.0,72.8,17.6,,731.2,16.5,43.3,72.8,22.0,,401.0,20.6,401.0,co
Mumbai,2019-10-31,,,,,,,,,,,,,,
Mumbai,2019-11-01,,,,,,,,,,,,,,
Mumbai,2019-11-02,,,,,,,,,,,,,,
Mumbai,2019-11-03,,,,,,,,,,,,,,
Mumbai,2019-11-04,,,,,,,,,,,,,,
Mumbai,2019-11-05,,,,,,,,,,,,,,
Mumbai,2019-11-06,,,,,,,,,,,,,,
Mumbai,2019-11-07,,,,,,,,,,,,,,
Mumbai,2019-11-08,,,,,,,,,,,,,,
Mumbai,2019-11-09,,,,,,,,,,,,,,
Mumbai,2019-11-10,,,,,,,,,,,,,,
Mumbai,2019-11-11,78.2,180.5,61.4,60.4,1317.0,27.0,159.6,153.8,76.7,60.4,401.0,33.7,401.0,co
Mumbai,2019-11-12,78.9,162.9,75.8,98.6,1017.2,26.7,162.0,142.1,94.7,98.6,401.0,33.4,401.0,co
Mumbai,2019-11-13,70.7,152.7,65.0,94.3,1176.5,17.3,134.1,135.3,81.1,94.3,401.0,21.6,401.0,co
Mumbai,2019-11-14,101.5,202.2,64.6,73.8,1164.9,11.7,236.9,168.2,80.7,73.8,401.0,14.6,401.0,co
Mumbai,2019-11-15,81.1,211.1,81.1,27.1,1308.0,12.8,169.6,174.2,101.1,27.1,401.0,16.1,401.0,co
Mumbai,2019-11-16,82.2,163.6,49.2,61.3,1048.2,25.8,173.3,142.6,61.3,61.3,401.0,32.2,401.0,co
Mumbai,2019-11-17,75.1,184.8,39.9,83.6,771.7,55.6,149.0,156.6,49.8,83.6,401.0,69.3,401.0,co
Mumbai,2019-11-18,86.7,157.9,53.5,108.8,1449.6,210.8,188.8,138.8,66.7,112.5,401.0,144.0,401.0,co
Mumbai,2019-11-19,93.9,237.7,70.9,85.9,1488.5,238.0,210.8,191.8,88.6,85.9,401.0,153.0,401.0,co
Mumbai,2019-11-20,104.7,226.1,70.1,,2194.5,5.0,247.9,184.1,87.5,,401.0,6.2,401.0,co
Mumbai,2019-11-21,98.7,211.3,70.4,18.6,1537.8,46.2,227.5,174.3,87.9,18.6,401.0,57.5,401.0,co
Mumbai,2019-11-22,119.0,221.6,66.9,100.5,1446.7,9.8,296.7,181.1,83.6,,401.0,12.2,401.0,co
Mumbai,2019-11-23,98.1,197.2,64.0,23.6,1394.3,8.2,225.4,164.9,79.9,23.6,401.0,10.3,401.0,co
Mumbai,2019-11-24,89.6,170.0,67.6,62.4,995.6,15.0,198.6,146.8,84.4,62.4,401.0,18.7,401.0,co
Mumbai,2019-11-25,97.6,221.6,86.3,123.4,1597.7,14.1,223.6,181.1,106.3,134.1,401.0,17.6,401.0,co
Mumbai,2019-11-26,89.5,196.7,76.9,95.2,1458.7,15.8,198.2,164.6,96.1,95.2,401.0,19.8,401.0,co
Mumbai,2019-11-27,74.2,175.6,69.8,77.8,1412.4,12.1,146.0,150.6,87.2,77.8,401.0,15.2,401.0,co
Mumbai,2019-11-28,84.6,189.6,97.5,101.8,1726.1,16.3,181.5,159.9,117.5,102.2,401.0,20.4,401.0,co
Mumbai,2019-11-29,90.3,234.7,79.0,93.2,1720.5,16.9,,189.9,98.7,93.2,401.0,21.1,401.0,co
Mumbai,2019-11-30,91.1,195.9,85.6,74.6,1303.6,20.7,201.2,164.0,105.6,74.6,401.0,25.9,401.0,co
Mumbai,2019-12-01,95.8,178.3,67.7,72.8,1082.9,46.1,217.4,152.4,84.5,72.8,401.0,57.4,401.0,co
Mumbai,2019-12-02,62.0,178.8,44.7,17.1,719.3,63.2,104.5,152.7,55.7,17.1,401.0,79.0,401.0,co
Mumbai,2019-12-03,38.9,114.6,57.8,53.4,781.2,180.1,64.4,110.1,72.1,53.4,401.0,133.8,401.0,co
Mumbai,2019-12-04,54.4,135.6,56.0,87.9,589.6,75.3,90.5,124.0,69.9,87.9,401.0,94.1,401.0,co
Mumbai,2019-12-05,101.0,165.0,68.0,21.0,1267.1,104.9,235.1,143.5,84.9,21.0,401.0,108.9,401.0,co
Mumbai,2019-12-06,81.8,169.2,52.8,31.0,912.5,93.7,171.9,146.3,65.8,31.0,401.0,105.2,401.0,co
Mumbai,2019-12-07,99.1,207.9,35.3,110.0,733.9,95.5,228.6,172.0,44.1,114.3,401.0,105.8,401.0,co
Mumbai,2019-12-08,100.0,200.9,74.9,115.3,1508.3,88.8,231.8,167.4,93.6,122.1,401.0,103.6,401.0,co
Mumbai,2019-12-09,,,,,,,,,,,,,,
Mumbai,2019-12-10,86.9,183.0,80.9,90.2,1464.3,78.4,189.4,155.5,,90.2,401.0,98.0,401.0,co
Mumbai,2019-12-11,109.7,229.8,87.3,57.4,1986.8,111.2,265.0,186.6,107.3,57.4,401.0,111.0,401.0,co
Mumbai,2019-12-12,103.3,223.7,76.9,78.4,2020.7,141.6,243.1,182.5,96.1,78.4,401.0,121.1,401.0,co
Mumbai,2019-12-13,57.9,136.2,52.7,80.8,1237.2,148.9,96.5,124.4,65.7,80.8,401.0,123.5,401.0,co
Mumbai,2019-12-14,71.5,179.5,68.9,76.8,1194.8,157.6,136.9,153.2,86.0,76.8,401.0,126.4,401.0,co
Mumbai,2019-12-15,91.0,205.4,74.0,78.5,1670.6,179.1,,170.4,92.5,78.5,401.0,133.5,401.0,co
Mumbai,2019-12-16,89.4,190.3,58.3,83.6,1526.2,215.3,198.1,160.3,72.8,83.6,401.0,145.5,401.0,co
Mumbai,2019-12-17,79.8,172.3,49.3,96.9,1609.7,226.4,165.1,148.4,61.5,96.9,401.0,149.1,401.0,co
Mumbai,2019-12-18,83.5,176.9,58.4,96.5,1472.9,219.8,177.9,151.4,72.8,96.5,401.0,146.9,401.0,co
Mumbai,2019-12-19,83.0,181.5,64.4,89.5,1509.7,212.6,176.1,154.5,80.4,89.5,401.0,144.6,401.0,co
Mumbai,2019-12-20,107.7,219.7,96.9,80.4,1752.6,271.0,258.1,179.9,116.9,80.4,401.0,163.9,401.0,co
Mumbai,2019-12-21,105.2,214.8,74.0,94.8,1798.8,286.1,249.6,176.6,92.4,94.8,401.0,168.9,401.0,co
Mumbai,2019-12-22,101.2,193.7,69.1,94.5,904.0,249.2,236.0,162.6,86.4,94.5,401.0,156.7,401.0,co
Mumbai,2019-12-23,114.9,226.8,76.0,65.8,1629.6,235.3,282.5,184.6,94.9,65.8,401.0,152.1,401.0,co
Mumbai,2019-12-24,133.0,251.7,86.1,26.0,1608.1,164.7,310.2,201.7,106.1,26.0,401.0,128.7,401.0,co
Mumbai,2019-12-25,153.2,259.0,69.4,65.5,1576.1,61.8,325.7,209.0,86.6,65.5,401.0,77.1,401.0,co
Mumbai,2019-12-26,100.5,203.9,70.3,83.0,1544.4,29.8,233.3,169.4,87.8,83.0,401.0,37.3,401.0,co
Mumbai,2019-12-27,91.4,174.6,61.7,72.5,1441.9,6.9,202.5,149.9,77.0,72.5,401.0,8.7,401.0,co
Mumbai,2019-12-28,86.6,171.8,55.4,80.7,1339.9,9.1,188.3,148.0,69.0,80.7,401.0,11.4,401.0,co
Mumbai,2019-12-29,88.7,173.1,63.0,76.1,782.4,11.0,195.4,148.9,78.6,76.1,401.0,13.7,401.0,co
Mumbai,2019-12-30,89.5,179.0,67.8,89.7,1050.4,8.3,198.3,152.8,84.7,89.7,401.0,10.4,401.0,co
Mumbai,2019-12-31,92.0,214.7,73.8,87.0,978.3,13.5,204.3,176.6,92.2,87.0,401.0,16.8,401.0,co
Mumbai,2020-01-01,128.8,220.4,70.6,116.8,1527.2,12.6,307.0,180.3,88.2,124.4,401.0,15.8,401.0,co
Mumbai,2020-01-02,124.5,209.8,74.9,64.6,1142.2,7.5,303.7,173.3,93.5,64.6,401.0,9.4,401.0,co
Mumbai,2020-01-03,99.8,205.0,45.8,108.5,397.2,10.8,231.2,170.1,57.1,112.1,401.0,13.5,401.0,co
Mumbai,2020-01-04,115.7,204.2,70.7,97.2,1290.0,10.4,285.2,169.6,88.3,97.2,401.0,13.0,401.0,co
Mumbai,2020-01-05,78.3,167.9,47.2,92.8,1199.6,10.3,160.0,145.4,58.7,92.8,401.0,12.9,401.0,co
Mumbai,2020-01-06,87.3,225.2,75.2,108.0,1756.2,32.6,190.7,183.6,93.9,111.3,401.0,40.7,401.0,co
Mumbai,2020-01-07,106.2,198.2,75.8,75.4,1640.7,5.6,252.9,165.6,94.7,75.4,401.0,7.0,401.0,co
Mumbai,2020-01-08,,,,,,,,,,,,,,
Mumbai,2020-01-09,59.1,149.4,46.1,1201.9,1382.6,10.7,98.5,133.1,57.4,401.0,401.0,13.4,401.0,co
Mumbai,2020-01-10,198.5,173.3,52.1,75.0,2084.9,16.1,360.5,149.0,65.0,75.0,401.0,20.2,401.0,co
Mumbai,2020-01-11,178.3,212.1,68.7,72.7,3003.3,18.4,344.9,174.8,85.8,72.7,401.0,23.1,401.0,co
Mumbai,2020-01-12,68.8,121.7,49.8,70.2,3156.7,16.3,127.8,114.8,62.1,70.2,401.0,20.4,401.0,co
Mumbai,2020-01-13,82.2,87.5,35.2,45.8,1405.9,11.3,173.3,87.5,44.1,45.8,401.0,14.1,401.0,co
Mumbai,2020-01-14,31.7,87.0,34.9,57.5,1141.3,9.9,52.1,87.0,43.6,57.5,401.0,12.3,401.0,co
Mumbai,2020-01-15,33.7,82.2,35.9,62.1,1175.1,8.7,55.6,82.2,44.9,62.1,401.0,10.9,401.0,co
Mumbai,2020-01-16,37.3,82.6,35.9,60.8,1225.9,7.3,61.6,82.6,44.9,60.8,401.0,9.1,401.0,co
Mumbai,2020-01-17,71.4,124.1,49.2,72.6,1483.0,7.2,136.5,116.4,61.3,72.6,401.0,9.0,401.0,co
Mumbai,2020-01-18,91.6,177.7,63.5,69.9,2431.7,10.6,203.1,151.9,79.3,69.9,401.0,13.3,401.0,co
Mumbai,2020-01-19,86.4,169.6,69.5,91.3,2444.2,11.9,187.6,146.6,86.8,91.3,401.0,14.9,401.0,co
Mumbai,2020-01-20,90.4,171.5,66.6,103.2,2973.8,14.9,,147.8,83.2,104.3,401.0,18.6,401.0,co
Mumbai,2020-01-21,79.2,191.5,56.8,66.6,3341.9,16.3,163.2,161.1,70.8,66.6,401.0,20.3,401.0,co
